Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,pwm_commanded_us,phase,resting_voltage_V,
0.007959999999962747,1000,,,,-0.01953125,0.083984375,-0.998046875,0.0017767080934526867,-0.01122333367678568,16.605688065812956,-0.24165266005546765,448,0,4.012808693155034,0.08342724267285496,2.079023672749798,0.13452840244038725,0.0027968773333077674,0.095703125,,1000,0,16.63272072385891,
0.015505000000121071,1000,,,,0,0.009765625,-1.0078125,0.0017767080934526867,-0.01122333367678568,16.60570320255851,-0.24193054857247076,463,0,4.017426885226614,0.0860657791768373,2.142311027322717,0.13040413720911495,0.0027936622115159156,0.095703125,,1000,0,16.63272072385891,
0.02371500000008382,1000,,,,-0.03125,0.05078125,-0.986328125,0.0017767080934526867,-0.01122333367678568,16.60568475379296,-0.24241963620681467,468,0,4.025544056979538,0.08713608059727679,2.1645789827141293,0.12880236980886695,0.002788029026120463,0.095703125,,1000,0,16.63272072385891,
0.03153000000002794,1000,,,,0,0.125,-1.0390625,0.0017767080934526867,-0.01122333367678568,16.605699852367504,-0.24141358834082333,471,0,4.00884158827072,0.08754297703016833,2.1837474767350797,0.12820370128511838,0.0027996450918947513,0.095703125,,1000,0,16.63272072385891,
0.03935000000009313,1000,,,,0,0.052734375,-1.03515625,0.0017767080934526867,-0.01122333367678568,16.605681942636686,-0.24128173950486553,471,0,4.006647824783914,0.08770900098996315,2.189086858281423,0.1279610250955886,0.0028011779840897235,0.095703125,,1000,0,16.63272072385891,
0.049540000000037256,1000,,,,0.0625,-0.08984375,-0.9453125,0.0017767080934526867,-0.011199240163059218,16.60545601748295,-0.24125741436738146,472,0,4.006189383169212,0.0877823816758331,2.1911690456927504,0.1275795888566375,0.002795484459648719,0.095703125,,1000,0,16.63272072385891,
0.0595,1000,,,,-0.03125,0.08203125,-0.96875,0.0017767080934526867,-0.011199240163059218,16.60561077211317,-0.24103702112533193,472,0,4.002566954476881,0.0878061261701857,2.19374534314721,0.12754508883984778,0.0027980144468371325,0.095703125,,1000,0,16.63272072385891,
0.07326500000013038,1000,,,,0,0.06640625,-0.994140625,0.0017767080934526867,-0.011199240163059218,16.60567681493948,-0.24143425231003432,472,0,4.0091791659169855,0.0878140010295075,2.1903236895980065,0.12753365103243638,0.0027933997707727063,0.095703125,,1000,0,16.63272072385891,
0.07969999999995343,1000,,,,0,0.0390625,-0.9921875,0.0017767080934526867,-0.011199240163059218,16.605736045649525,-0.23945716873163436,618,0,3.976362538196081,0.1149128510650319,2.8898987444229203,0.09745855280121196,0.002816453493734973,0.095703125,,1000,0,16.63272072385891,
0.08789999999990687,1000,,,,-0.0625,0.09375,-1.01953125,0.0017767080934526867,-0.011199240163059218,16.60584878312406,-0.2395282381189616,662,0,3.9775697014916083,0.12316181998036779,3.096408843173295,0.09093110320101146,0.002815598720711154,0.095703125,,1000,0,16.63272072385891,
0.10064500000001862,1000,,,,0,0.015625,-1.009765625,0.0017767080934526867,-0.011199240163059218,16.605993195116213,-0.2388917187630906,682,0,3.9670342561494985,0.12685690637316657,3.197776933146451,0.08828246315667791,0.002823076242837761,0.095703125,,1000,0,16.63272072385891,
